log_feature,metric_feature,fusion_features,label
4706,52000,71690678.52,[1]
-1,2942,36316284962,
4757,-1,,[1]
16581,52000,61214761.33,[1]
12617,52000,5843151.832,[1]
-1,52000,75036619.3,
13164,52000,1088361.181,[1]
-1,52000,1.06E+149,
-1,52000,1089758.767,[1]
16385,52000,65598690.61,[1]
-1,2509,19101686162,
9003,2825,31450113307,
-1,2725,34001115797,
3908,52000,73029757.36,[1]
9017,52000,944396.6265,[1]
12081,-1,,[1]
9020,2845,25976398964,
21581,-1,,[1]
-1,2873,35981835853,
15928,52000,955468.3832,[1]
44769,52000,2430691.45,[1]
26150,52000,2501428.73,[1]
17838,52000,,[1]
19402,-1,,[1]
9018,52000,1.67E+150,[1]
19252,52000,983249.2059,[1]
9916,52000,938480.3138,[1]
8985,52000,70465711.25,
-1,2753,40594410243,
18002,2897,36747578026,
26037,52000,1.10E+150,[1]
26326,52000,1051827.597,[1]
-1,3086,29918393326,
32510,52000,67216461.58,[1]
-1,52000,61916389.38,[1]
40111,52000,978127.7832,[1]
44120,52000,68464665.19,[1]
26272,52000,57018582.5,[1]
19848,52000,74422603.41,[1]
26120,52000,901218.7908,[1]
14164,52000,2657873.608,[1]
13317,52000,4921171.613,[1]
26132,-1,,[1]
37125,52000,69973525.96,[1]
26111,52000,5154497.914,[1]
67047,52000,75680559.03,[1]
60,52000,938443.8555,[0]
2921,52000,3.85E+149,[1]
26086,52000,73535860.31,[1]
13650,52000,63748544.09,[1]
-1,52000,64172596.59,[1]
-1,52000,2635253.437,[1]
26140,52000,1.67E+150,[1]
26162,52000,930654.9178,[1]
13859,52000,983324.1678,[1]
-1,52000,61838174.99,[1]
17073,52000,5.98E+150,[1]
26250,52000,1049330.161,[1]
-1,2890,38144955151,
26165,52000,2419013.612,[1]
9002,2893,30565556567,
10883,52000,5513914.572,[1]
19298,52000,978153.5931,[1]
28865,-1,,[1]
10818,2986,35607193811,
48017,52000,5733904.126,[1]
32757,52000,6493200.42,[1]
26243,52000,2459132.945,[1]
-1,52000,5356344.847,[1]
9016,52000,1.66E+150,[0]
18703,52000,,[1]
26207,-1,,[1]
36865,52000,2674052.677,[1]
26539,52000,454749.1179,[1]
11037,52000,60936860.48,[1]
18568,52000,74441039.75,[1]
-1,52000,5.39E+146,[1]
40140,-1,,[1]
12983,52000,470147.0127,[1]
26164,52000,902833.9206,[1]
26187,52000,,[1]
14895,52000,70213515.06,
-1,52000,952618.8544,[1]
18933,2689,19053087659,
51428,-1,,[1]
11257,52000,61442346.67,[1]
19635,2929,44049229220,
12655,2870,22573644429,
-1,52000,57829311.09,[1]
40800,52000,70464863.58,[1]
52444,-1,,[1]
25868,52000,57081651.94,[1]
-1,52000,67914606.72,
26208,52000,467630.3339,[1]
-1,52000,6.60E+150,[1]
10769,52000,2812149.231,[1]
10281,52000,70685725.02,[1]
16843,52000,67633324.73,[1]
-1,52000,56601750.18,[1]
10442,-1,,[1]
16133,52000,917059.8013,
26316,52000,6.74E+147,[1]
-1,2605,32688377019,
10927,-1,,[1]
26165,-1,,[1]
242,52000,72069945.21,[1]
10026,52000,74362885.52,
25267,52000,5466353.143,[1]
26094,52000,63378701.8,[1]
8985,52000,4.01E+149,[1]
-1,2945,34607760437,
19366,52000,70054593.6,[0]
17211,52000,54345222.73,
26217,52000,2722768.922,[1]
26289,52000,66547523.6,[1]
-1,2890,37008977284,
9370,-1,,[1]
26350,52000,5210035.634,[1]
7205,-1,,[1]
32720,52000,957927.1818,[1]
12581,52000,68355902.2,[1]
48346,-1,,[1]
18788,-1,,[1]
26304,-1,,[1]
26217,52000,66403597.87,[1]
26226,-1,,[1]
16863,52000,65276605.44,[1]
14150,-1,,[1]
-1,2974,39591164097,
44318,52000,2600919.731,[1]
27726,52000,75576180.14,[1]
271,-1,,[1]
26241,-1,,[1]
20802,52000,56390880,[1]
28495,52000,2562988.848,[1]
-1,52000,2406938.206,[1]
23120,52000,2591541.513,[1]
25941,-1,,[1]
-1,1060,1.03E+11,
12311,52000,4853026.734,[1]
25997,52000,2478415.534,[1]
14454,-1,,[1]
44637,52000,1013532.426,[1]
18374,52000,2509320.901,[1]
9021,2913,19535677041,
5127,-1,,[1]
-1,52000,1.02E+151,
-1,3054,29410999633,
25977,52000,1099937.646,[1]
-1,52000,5953242.921,[1]
247,52000,4.42E+149,[1]
18833,-1,,[1]
13600,52000,7.55E+147,[1]
26255,52000,58125570.35,[1]
4477,52000,941476.8832,[1]
-1,52000,2.22E+149,[1]
-1,52000,1055875.114,[1]
-1,52000,5769283.349,[1]
13993,2890,28776313804,
15900,52000,,[1]
-1,52000,971279.5447,[1]
16687,2605,35298050614,
18639,52000,5965922.686,[1]
-1,52000,496024.7312,[1]
-1,52000,975248.8252,[1]
26006,-1,,[1]
26201,52000,971602.1696,[1]
-1,52000,71142422.07,[1]
22803,-1,,[1]
-1,52000,70489757.28,[1]
10377,-1,,[1]
522,52000,5419820.824,[1]
8986,52000,67105870.14,
4679,52000,71200444.47,[1]
15059,-1,,[1]
26323,52000,2465563.516,[1]
26360,-1,,[1]
26046,52000,5972189.733,[1]
32318,-1,,[1]
17464,52000,3.53E+148,[1]
-1,2525,21149673188,
9051,2673,18398784205,
-1,52000,69702543.57,[1]
11719,52000,930718.0724,[1]
10350,52000,1.09E+149,[1]
14513,2797,19376283166,
-1,52000,59333169.78,[1]
9018,52000,69852922.07,
26045,52000,1.73E+149,[1]
13203,-1,,[1]
18059,52000,65452774.15,[1]
26041,52000,1059628.018,[0]
15051,2697,32337078847,
44215,52000,77513995.95,[1]
26272,52000,71392713.21,[1]
26114,52000,57141720.21,[1]
11658,3014,35377075798,
-1,2673,34077564841,
4807,-1,,[1]
17141,52000,70705435.58,[1]
18254,-1,,[1]
26157,52000,62055422.72,[1]
9021,52000,63538790.65,[1]
26265,52000,71373384.37,[1]
10829,-1,,[1]
-1,2929,29220450448,
13929,-1,,[1]
18170,52000,500258.3668,[1]
18369,52000,2580878.475,
12606,-1,,[0]
-1,52000,1025202.099,[1]
-1,52000,,
-1,2942,39293248364,
-1,3046,35321022489,
9020,52000,945437.6336,[1]
-1,2609,35715581319,
-1,52000,2.40E+150,
17687,-1,,[1]
17815,-1,,[1]
242,52000,1072379.553,[1]
-1,2970,37343208206,
245,52000,5498426.439,[1]
-1,52000,57021288.73,
23383,52000,455649.5635,[1]
-1,52000,59310249.08,[1]
-1,2929,30789987534,
13573,52000,67524466.09,[1]
-1,52000,1110978.503,[1]
40520,52000,990513.1103,[1]
10771,-1,,[1]
26168,52000,73437181.2,[1]
-1,2589,31817486287,
19459,52000,2351442.667,[1]
26515,52000,66856836.38,[1]
9021,2901,18534740321,
28413,52000,995568.5029,[1]
26174,52000,58908964.52,[1]
13388,2921,44538840883,
-1,2893,36067347338,
9020,2873,18529486834,
10736,52000,63940553.88,[1]
-1,52000,9.23E+147,[1]
28898,52000,1.28E+149,[1]
26214,52000,1034629.464,[0]
-1,52000,6.15E+148,[1]
17956,52000,57645122.72,[1]
11433,52000,63163912.69,[1]
25935,52000,62601929.99,[1]
-1,52000,68932214.93,[1]
18195,2809,23117068158,
26314,-1,,[1]
-1,2657,31536671762,
32597,52000,73400426.35,[1]
26082,52000,2440093.938,[1]
26110,52000,69371839.98,[1]
25964,-1,,[1]
26060,52000,73269473.17,[1]
-1,52000,2698086.068,[1]
16697,3022,24055550358,
26120,52000,2651015.06,[1]
-1,2661,37529916398,
-1,52000,2429935.689,[1]
-1,52000,918375.1223,[1]
26101,52000,4.90E+150,[1]
-1,2889,31923830205,
40638,52000,1011685.756,[1]
39,52000,1021382.492,[1]
26208,-1,,[1]
26166,52000,60104341.76,[1]
15228,-1,,[1]
-1,2877,40597456817,
-1,52000,,[1]
25811,52000,61684981.55,[1]
12321,52000,74381405.65,[1]
-1,2953,31467387598,
26293,52000,9.99E+144,[1]
12581,52000,66312481.72,[1]
12581,52000,1.73E+149,
10481,2793,23277957875,
32651,-1,,[1]
17891,-1,,[1]
15732,-1,,[1]
17368,52000,5.04E+150,[1]
-1,2909,43129457528,
14444,52000,988871.4662,
16738,52000,2.44E+150,[1]
26270,52000,1025665.055,[1]
-1,52000,1.11E+149,
9884,-1,,[1]
26181,52000,57436228.45,[1]
32707,52000,1.05E+150,[1]
242,52000,,[1]
26081,-1,,[1]
10454,52000,486447.7351,[1]
26528,52000,2424992.58,[1]
36824,52000,62451273.02,[1]
484,52000,1029175.687,[1]
-1,52000,56677543.26,
18317,52000,451685.3546,[1]
26268,-1,,[1]
10198,-1,,[1]
26177,52000,69680305.18,[1]
9016,52000,65258214.68,[1]
-1,52000,467892.3047,[1]
9022,2773,22296363930,
-1,52000,6.58E+149,
26065,-1,,[1]
47497,52000,62283662.7,[1]
22215,-1,,[1]
-1,52000,1053689.472,[1]
14298,52000,8.11E+150,[1]
48385,52000,1076464.871,[1]
-1,52000,2649991.616,[1]
40756,52000,56806678.64,[0]
8984,52000,57026875.68,[1]
-1,52000,2.34E+150,[1]
26344,52000,1.63E+150,[1]
28778,52000,,[1]
-1,52000,60735623.71,[1]
-1,52000,2522746.695,[1]
17000,52000,7.43E+150,[1]
-1,52000,1033946.427,[1]
17740,52000,4910646.591,[1]
-1,52000,61698953.97,[1]
26365,-1,,[1]
-1,52000,75659891.9,[1]
44311,52000,951774.9842,[1]
-1,52000,59580237.96,[1]
15621,52000,71847147.19,[1]
-1,52000,2572909.498,[1]
14026,52000,2437587.772,[1]
38875,52000,2694792.493,[1]
6210,-1,,[1]
13364,52000,56983121.84,[1]
-1,52000,71731641.86,[1]
26207,52000,1011285.159,[1]
26095,-1,,[1]
-1,724,0.073634086,
48419,52000,63192671.58,[1]
-1,2617,31076528657,
18728,52000,61720612.06,[1]
13150,-1,,[1]
12606,2581,30489411565,
19719,52000,63687501.6,[1]
2480,-1,,[1]
-1,52000,2716557.563,[1]
18811,2925,36386346234,
15278,52000,63244164.56,[1]
26123,52000,1076226.05,[1]
12526,52000,68060522.51,[1]
26015,52000,2.25E+150,[1]
16754,52000,,[1]
21543,52000,893195.5902,[1]
16400,52000,906472.8926,[0]
-1,52000,72220066.11,[1]
-1,2978,41805768771,
52372,52000,1.32E+149,[1]
-1,52000,2.46E+145,
52073,-1,,[1]
19984,52000,504094.9491,[1]
10774,52000,5.24E+147,[1]
-1,52000,5305063.683,[1]
25964,52000,1431855.869,[1]
25980,52000,4797665.135,[1]
501,52000,65446352.31,[1]
25984,-1,,[1]
-1,2998,38196958817,
21265,52000,60229905.33,[1]
26367,-1,,[1]
26260,52000,72319214.76,[1]
242,52000,504787.8568,[1]
-1,52000,55715867.7,[1]
488,52000,2785531.701,[1]
36481,52000,4.45E+149,[1]
26361,52000,7.28E+149,[1]
-1,52000,9.51E+149,[1]
23806,52000,56921483.15,[1]
26632,52000,68325382.96,[1]
-1,52000,7.29E+148,[1]
-1,52000,72174461.69,[1]
8612,-1,,[1]
-1,52000,6.74E+150,[1]
26129,-1,,[1]
14893,52000,2728032.016,[1]
18781,52000,68499030.1,[1]
-1,52000,8.90E+149,
-1,52000,5997653.583,[1]
9021,52000,814.601841,
25871,-1,,[1]
-1,52000,65368533.85,[1]
26486,52000,2634110.292,[1]
26320,52000,77632228.74,[1]
14730,52000,5690994.655,[1]
15550,52000,1002513.517,[1]
-1,52000,4780985.508,[1]
17916,52000,4693880.763,[1]
-1,2621,35458296392,
18494,52000,4901263.015,
8986,2873,19660509853,
16230,52000,,[1]
15338,52000,4.70E+142,[0]
21566,52000,5.34E+147,[1]
25997,52000,5459107.174,[1]
13915,-1,,[1]
-1,52000,5.03E+149,[1]
-1,52000,66356594.8,
18311,52000,69321207.57,[1]
16625,3090,20236736648,
16149,52000,995340.1612,[1]
26183,-1,,[1]
8731,52000,75668071.7,[1]
-1,52000,940165.9721,[1]
19126,52000,996440.8625,[1]
26365,52000,55879218.57,[1]
-1,2826,41316411427,
40376,-1,,[1]
41280,52000,64864956.74,[1]
25791,52000,63037139.1,[1]
13402,52000,950211.5153,[1]
-1,52000,71534201.87,
30392,52000,66995318.28,[1]
48363,-1,,[0]
-1,52000,4796903.188,
26216,-1,,[1]
52066,52000,1079029.985,[1]
8984,52000,67539104.44,[1]
-1,2981,37475738292,
19577,52000,74268778.8,[1]
26108,52000,57557942.22,[1]
4330,-1,,[1]
10784,52000,2358640.313,[1]
10685,52000,2562110.593,[1]
-1,2601,32427543161,
16903,52000,64047784.15,[1]
-1,52000,1031425.339,[1]
-1,2621,30691098529,
6519,-1,,[1]
39966,-1,,[1]
15332,52000,2.83E+147,[1]
-1,52000,59949505.27,[1]
25941,52000,64652395.77,[0]
18955,-1,,[1]
-1,52000,73409732.67,
26293,52000,2808303.472,[1]
18763,-1,,[1]
248,52000,74003145.92,[1]
25788,52000,68883685.18,[1]
26180,-1,,[1]
10915,-1,,[1]
36599,52000,72773296.64,[0]
-1,52000,3.79E+149,[1]
12389,52000,6.54E+145,[1]
11459,52000,72796992.11,[0]
16520,52000,61051022.48,[0]
17787,-1,,[1]
9022,2877,24782603403,
-1,2774,34998971299,
-1,52000,4857786.039,[1]
11788,52000,59145464.12,[1]
26135,52000,59417096.6,[1]
26055,52000,70272328.99,[1]
-1,52000,,
15345,52000,1.25E+150,[1]
25919,52000,5682571.364,[1]
12835,52000,7.72E+149,[1]
11806,52000,4824717.753,[1]
-1,52000,61290320.22,[1]
12853,52000,71791671.28,[1]
16861,52000,55446866.6,
-1,2865,39293080029,
-1,52000,3.71E+149,[1]
15076,52000,5364968.745,[1]
-1,52000,64586057.48,[1]
26233,52000,59416570.84,[1]
-1,52000,2.75E+150,[1]
26243,52000,1061705.582,[1]
18483,52000,3.98E+150,[1]
13715,52000,5970981.007,[1]
25956,52000,66059367.98,[1]
15820,52000,56897800.36,[1]
17128,52000,3.87E+149,[1]
18512,52000,58663351.3,[1]
13547,52000,64868706.43,[1]
17773,52000,55166379.44,[1]
13594,52000,73679096.32,[1]
19884,52000,7.71E+149,[1]
13997,3126,36895552817,
14780,52000,71593936.02,[1]
9885,2934,35390968966,
-1,52000,979875.9547,[1]
11610,52000,995916.5376,[1]
24255,52000,66511767.92,[1]
26112,52000,1030204.359,[1]
5350,52000,75834569.63,[1]
-1,52000,2537590.55,[1]
8985,2789,19621746262,
-1,52000,67565597.89,[1]
-1,52000,71202442.92,[0]
-1,52000,75703332.89,[1]
26113,-1,,[1]
10650,52000,482654.8729,[1]
16624,2902,25466992581,
26044,52000,72437830.14,[1]
-1,52000,2.89E+148,[1]
19372,52000,55410090.86,[1]
-1,52000,2.92E+149,[1]
-1,52000,6.86E+148,[1]
11102,52000,465020.2268,[1]
13539,-1,,[1]
-1,52000,70166352.53,[1]
-1,52000,929656.8626,
-1,52000,5377757.054,
-1,52000,904151.2314,[1]
17597,52000,61126323.34,[1]
16417,52000,76524774.79,[0]
9015,52000,76704110.26,[1]
10881,52000,2777365.019,[1]
14908,2901,34798933770,
-1,52000,5434726.491,[1]
25806,-1,,[1]
-1,2757,41653766260,
-1,52000,5616466.173,[1]
8985,2881,21277828804,
497,52000,2325136.359,[1]
15862,-1,,[1]
18280,52000,70264870.03,[1]
12615,3014,23643100650,
2578,52000,72698256.17,[1]
-1,52000,61752399.05,[1]
9052,52000,2397312.4,[1]
11367,52000,4714085.334,[1]
41045,52000,71493362.42,[1]
-1,2901,42866727383,
11008,52000,2.93E+149,
15578,52000,914149.0479,[1]
-1,52000,77300040.43,[1]
15217,52000,4785155.814,
26270,-1,,[1]
9021,52000,916070.7002,
25808,52000,2562844.631,[1]
25920,52000,73651915.22,[1]
26061,-1,,[1]
-1,2937,34688319858,
-1,52000,55747106.33,[1]
-1,2597,30147477928,
11126,-1,,[1]
10927,-1,,[1]
-1,3002,46642390349,
-1,52000,4884574.724,[1]
17208,52000,65154674.66,[1]
14849,52000,5856512.372,[1]
-1,52000,501953.5985,[1]
12301,52000,72503442.56,[1]
13630,52000,900858.3395,[1]
60,52000,2539226.713,[1]
17423,52000,62232996.5,
13584,52000,60216038.93,[1]
-1,2917,31296333724,
25915,52000,5905484.36,[1]
35689,52000,2693925.746,[1]
-1,2685,41576665774,
8982,-1,,[1]
19369,-1,,[1]
11439,52000,5598540.81,[1]
-1,52000,1.23E+149,[1]
-1,2669,37310757427,
10218,-1,,[1]
-1,52000,5555799.949,[1]
32612,52000,4793376.531,[1]
9284,52000,64796585.32,[1]
23748,52000,1.59E+150,[1]
10908,52000,1046274.692,[1]
23882,52000,1038895.851,[1]
-1,2762,28231845779,
-1,52000,4968742.073,[1]
-1,52000,70399692.22,[1]
26173,-1,,[1]
26203,52000,75241492.94,[1]
8985,2777,24634749332,
9020,2789,18090993568,
247,-1,,[1]
242,52000,5866594.117,[1]
-1,1403,1.34E+11,
25827,-1,,[1]
18443,52000,5228998.072,[1]
6811,52000,2585588.567,[1]
26211,52000,2519170.835,[1]
-1,2893,32303442961,
26089,52000,995918.7992,[1]
16698,52000,2599854.499,[1]
12802,52000,729.7407757,[1]
-1,52000,3.37E+150,
9021,2937,27439094141,
-1,52000,1.87E+150,
-1,2714,30659667322,
26179,52000,74938477.37,[1]
-1,52000,71745659.16,[1]
10747,52000,66596219.93,[1]
-1,52000,67643628.77,[1]
17067,52000,71813991.27,[1]
242,52000,5786668.937,[1]
21951,52000,74667500.19,[0]
6213,-1,,[1]
2930,52000,5.85E+150,[1]
16692,2966,20562398733,
36459,-1,,[1]
38975,-1,,[1]
11303,52000,2746897.714,[1]
20793,52000,68300581.46,[1]
-1,1108,93610048187,
-1,2829,36185594128,
25829,52000,930670.4804,[1]
26312,52000,64283237.91,[1]
13206,52000,67612186.43,[1]
40886,52000,75257133.14,[1]
245,-1,,[1]
39978,52000,6.24E+146,[1]
18577,52000,67920349.3,[1]
21426,-1,,[1]
4689,52000,496048.7202,[1]
26157,52000,61128643.07,[1]
16943,52000,2576363.669,[1]
28649,52000,4921686.12,[1]
18317,2753,38500757205,
48284,-1,,[1]
10461,2549,28891770627,
26135,52000,64654480.2,[1]
48370,52000,66652728.93,[1]
10970,52000,4.05E+149,[1]
13283,-1,,[1]
8984,52000,5372840.534,
-1,52000,2640105.173,[1]
17085,52000,2397790.334,[1]
35078,52000,68807423.64,[1]
48249,52000,1004695.961,[1]
1,52000,1.33E+149,
17334,2909,39238629379,
9016,-1,,[1]
10789,-1,,[1]
11538,-1,,[1]
26253,-1,,[1]
16367,52000,62848452.26,[1]
18013,52000,5136946.788,[1]
52459,52000,60715638.38,[1]
-1,52000,1.33E+150,[1]
-1,52000,895184.4168,[1]
17316,52000,2341549.553,[1]
-1,52000,1095146.68,[1]
19643,52000,2620747.309,[1]
13267,52000,8.55E+149,[1]
17733,52000,5424269.575,[1]
11165,52000,72833905.49,[1]
-1,2713,36782945210,
10716,52000,65643705.64,[1]
52913,52000,1037334.547,[1]
17785,-1,,[1]
8985,52000,71219349.69,[1]
15948,52000,59122232.64,[1]
-1,2705,42642216560,
36674,52000,68598492.57,[1]
26189,-1,,[1]
22833,-1,,[1]
-1,2609,24784479537,
9020,2933,19218420182,
25811,-1,,[1]
11214,52000,57767025.29,[1]
29930,52000,1107225.551,[1]
16232,52000,63392044.48,[1]
15677,52000,5514092.472,[1]
4767,52000,2877791.732,[1]
43714,52000,965508.0649,[1]
-1,52000,7.51E+150,[1]
26062,52000,75828537.06,[1]
-1,52000,1002604.959,
-1,52000,4759031.456,[1]
484,52000,56839904.88,[1]
-1,52000,491886.7508,[1]
-1,52000,69964447.53,[1]
36543,52000,5.42E+149,[1]
16739,2798,40406193244,
26157,52000,64566633.21,[0]
-1,2813,39182062053,
26030,-1,,[1]
34188,52000,71536750.46,[1]
26127,52000,61898682.84,[1]
-1,492,0.119587461,
13562,52000,6187291.819,[1]
-1,52000,68914351.95,
-1,2933,31722538525,
26155,52000,2461801.328,[1]
12719,52000,72754628.31,[1]
12231,52000,2.11E+149,[1]
36691,-1,,[0]
17997,-1,,[1]
36548,52000,895076.2467,[1]
26250,52000,65343815.23,[1]
-1,3042,42029208961,
-1,52000,2706655.686,[1]
8985,52000,74909629.14,[1]
-1,52000,482318.4226,[1]
9017,-1,,[1]
16625,3002,16024318780,
-1,52000,935470.3482,
11948,-1,,[1]
9930,52000,1.34E+150,[1]
-1,2926,40873959169,
19983,52000,8.48E+146,[1]
26117,52000,2.05E+149,[1]
11012,2685,31231980898,
-1,52000,2555689.276,[1]
16657,3002,19669182119,
9019,52000,58032218.96,
26204,52000,2603775.538,[1]
15113,52000,56608573.01,[1]
17714,52000,952365.1513,[1]
13882,52000,2672294.654,[1]
-1,3018,34351580193,
-1,2873,37861870802,
13380,52000,70636000.73,[1]
11380,52000,1024380.164,[1]
19777,-1,,[1]
18639,-1,,[1]
23574,52000,5475636.707,[1]
26296,-1,,[1]
26172,52000,56709792.16,[1]
11223,52000,74391701.37,[1]
26296,52000,62394029.18,[1]
26147,52000,2.73E+146,[1]
26272,-1,,[1]
36305,-1,,[1]
-1,52000,56196647.76,
4692,52000,73923426.47,[1]
16331,-1,,[1]
9017,52000,59042839.65,[1]
8986,2765,21095953567,
36556,52000,64321165.03,[1]
10381,-1,,[1]
39975,52000,55666059.99,[1]
-1,2894,41751037331,
10772,52000,56267211.55,[1]
19261,52000,1.33E+148,[1]
25861,52000,67096764.09,[1]
16348,52000,54141656.7,[1]
44038,52000,2585574.993,[1]
13568,52000,2460117.07,[1]
33185,-1,,[1]
26183,52000,953236.3095,[1]
-1,52000,71414195.63,[1]
19221,-1,,[1]
-1,52000,895720.7436,
33136,52000,62197635.08,[1]
36664,-1,,[1]
5237,-1,,[1]
11360,-1,,[1]
22576,52000,991375.1469,[1]
26089,-1,,[1]
48663,-1,,[1]
26085,52000,63598698.04,[1]
14484,52000,8.98E+144,[1]
-1,52000,60078580.95,[1]
9052,668,118.0532694,
25772,52000,66118230.65,[1]
-1,52000,1.23E+149,[1]
-1,52000,63315688.31,[1]
16671,52000,72472141.44,[1]
-1,2781,41061449620,
26169,52000,54598319.99,[1]
14469,52000,69094750.39,[1]
-1,2997,33343174324,
-1,52000,5573174.637,[1]
16647,52000,68045774.2,
26389,52000,2483341.086,[1]
26266,52000,2649744.63,[1]
8985,52000,67495803.94,[1]
19221,52000,978606.2716,[1]
11543,52000,59385722.29,[1]
11791,2965,29760490158,
-1,2505,18664113150,
26264,52000,680570.6112,[1]
40855,52000,58403222.54,[1]
12654,52000,471841.4114,[1]
16847,52000,5.35E+150,[1]
26177,52000,2419722.441,[1]
14844,52000,1.36E+146,[1]
24235,-1,,[1]
13645,52000,70915607.95,[1]
-1,52000,2507456.412,[1]
-1,2806,31872550213,
-1,52000,983744.5554,[1]
-1,52000,1.11E+150,[0]
12994,52000,1024637.072,[1]
13482,52000,55840764.82,[1]
3349,-1,,[1]
26053,52000,70251386.9,[1]
-1,52000,55525054.44,
8988,2885,20060519153,
3349,52000,2711020.437,[1]
26084,-1,,[1]
-1,52000,70042471.83,[1]
3138,52000,2614803.722,[1]
28876,52000,56024983.22,[1]
31296,52000,2814982.014,[1]
26166,52000,2432490.651,[1]
44620,52000,72073332.48,[1]
10677,52000,54937135.17,[1]
8985,52000,61281293.8,[1]
-1,52000,5534711.997,
8984,52000,5402369.868,[1]
4538,52000,3.20E+148,[1]
25845,52000,69824069.01,[1]
-1,2930,39623881096,
26080,52000,7.12E+150,[1]
15880,52000,1.50E+149,[1]
-1,2573,29757480182,
36535,52000,67567056.26,[1]
10787,52000,66543770.99,[1]
16969,52000,5434321.75,[1]
-1,52000,74101947.29,
-1,52000,2.26E+145,[1]
26157,52000,901551.3733,[1]
36945,52000,2585643.443,[1]
26476,52000,1.86E+149,[1]
-1,2882,40263274790,
-1,52000,75520929.07,[1]
10814,52000,70306973.72,[1]
26059,-1,,[1]
9021,52000,5284443.372,[1]
-1,2930,44181036740,
11921,52000,75421038.02,[1]
-1,2730,34303010255,
16398,52000,5415904.161,[1]
32729,-1,,[1]
14064,52000,4796752.711,[1]
32703,52000,459904.3749,[1]
-1,2893,32698389368,
242,52000,494768.8394,[1]
-1,52000,71470957.53,[1]
19086,-1,,[1]
39,-1,,[1]
17306,52000,461300.1043,[1]
32451,52000,67439935.81,[1]
1,52000,3.23E+148,
8984,2869,31983478593,
26226,52000,467889.5555,[1]
12428,52000,905913.1809,[1]
-1,2597,31917884515,
-1,52000,1079040.138,[1]
-1,52000,58660573.54,[1]
16886,52000,66762913.75,[1]
25935,52000,951561.9935,[1]
26243,52000,1106837.552,[1]
14049,52000,67664687.56,[1]
44402,52000,66815904.31,[1]
-1,52000,63774141.01,[1]
14720,52000,72756404.79,
16198,52000,57328328.35,[1]
26125,-1,,[1]
-1,52000,63028062.14,
16605,52000,4746445.115,[1]
10752,52000,3.60E+150,[1]
-1,2817,44066963749,
11928,-1,,[1]
25849,52000,66191226.49,[1]
-1,52000,1.34E+149,
-1,2573,34111462261,
-1,2617,30984166248,
26023,52000,54994321.03,[1]
11140,-1,,[1]
10703,52000,1077944.655,[1]
25738,52000,512494.6602,[1]
43827,52000,63281018.43,[1]
-1,2873,37181977959,
12923,-1,,[1]
-1,52000,2509738.352,[1]
-1,52000,64283624.88,[1]
47877,-1,,[1]
242,52000,72462651.19,[1]
-1,2998,41104070322,
28844,52000,66987113.77,[1]
26169,-1,,[1]
36692,-1,,[1]
-1,2894,37213347714,
16067,-1,,[1]
-1,52000,59489440.86,
13854,52000,3.17E+150,[1]
14942,52000,2581107.314,[1]
16150,3002,36349709819,
-1,52000,73831767.93,[1]
26418,52000,54336623.47,[1]
-1,52000,3.26E+146,[1]
-1,52000,54067758.13,[1]
17167,52000,69874989.75,[1]
26637,52000,56970523.37,[1]
48444,52000,66421882.3,[1]
26009,52000,1011397.182,[1]
17787,52000,7.06E+150,[1]
8986,52000,971992.6741,[1]
25983,52000,1048845.437,[1]
26031,52000,2787230.274,[1]
1,52000,1030202.354,[1]
18279,-1,,[1]
10761,52000,2370591.11,[0]
15492,52000,9.34E+147,[1]
-1,52000,75280350.83,[1]
26254,52000,63800225.19,[1]
23268,52000,70698086.45,[1]
1,2698,26523385892,
16016,-1,,[1]
11481,52000,2.88E+150,[1]
26239,52000,68714246.78,[0]
26221,-1,,[1]
17997,52000,2844237.125,[1]
16337,-1,,[1]
26131,52000,72448039.84,[1]
39000,-1,,[1]
-1,52000,472820.6834,
-1,52000,1028387.379,[1]
-1,52000,71881213.23,[1]
26080,52000,72796183.83,[1]
25641,-1,,[1]
36382,52000,3.69E+149,[1]
16692,3006,25575889488,
-1,52000,959683.5923,
-1,52000,59537457.59,[1]
19305,52000,994789.4364,[1]
18047,52000,2.00E+150,[1]
9020,52000,75288836.04,
9018,-1,,[1]
20393,-1,,[1]
32495,52000,4793189.217,[1]
26277,-1,,[1]
36671,52000,72202106.11,[1]
25827,52000,56086968.57,[1]
26132,52000,57116847.22,[1]
36666,52000,2.05E+147,[1]
17364,52000,2.44E+145,[1]
9019,2833,22883487466,
36073,52000,60634202.15,[1]
-1,52000,75144854.02,
-1,52000,74078681.61,[1]
13518,52000,2491634.009,[1]
6531,52000,949848.3821,[1]
25712,52000,5125409.401,[1]
-1,52000,941358.3582,[1]
14336,52000,3.61E+148,[1]
15036,52000,952328.5317,[1]
-1,52000,1.05E+151,[1]
13999,52000,74026138.88,[0]
246,-1,,[1]
26063,52000,2457526.437,[1]
9019,2805,18089525609,
-1,52000,73458534.7,[1]
-1,52000,1041176.317,[1]
-1,52000,70416332.65,[1]
-1,2621,35251860861,
44321,52000,68656820.81,[1]
16890,-1,,[1]
26217,52000,63345880,[1]
-1,52000,491939.8307,
36708,52000,932913.2748,[1]
252,-1,,[1]
19514,52000,592.4450321,[1]
18225,52000,65956733.41,[1]
26117,52000,2.66E+150,[1]
18592,52000,2617327.733,[1]
-1,52000,2481854.842,[1]
