log_feature,metric_feature,fusion_features,label
17602,52000,951775.4436,[1]
-1,52000,67154667.78,[1]
43730,52000,64390143.57,[1]
11105,52000,2603061.508,[1]
19458,52000,70300351.81,[1]
11045,-1,,[1]
-1,52000,2676601.808,
26107,52000,474397.6751,[1]
26117,52000,5.25E+149,[1]
16982,52000,982757.1757,[1]
18565,52000,68517254.89,[1]
-1,52000,57704140.45,[1]
26078,-1,,[1]
-1,2805,39504083763,
15419,52000,2540517.734,[1]
42528,52000,65601612.16,[1]
13960,52000,2759072.285,[1]
-1,52000,5858322.534,[1]
6456,52000,73699076.77,[0]
-1,52000,59764679.54,[1]
26306,-1,,[1]
26151,52000,72059240.43,[1]
26192,52000,2661047.978,[1]
26473,52000,74171484.58,[1]
13815,52000,66783418.62,
-1,52000,9.09E+149,[1]
271,52000,5.85E+149,[1]
19042,-1,,[1]
18815,52000,838.4086196,[1]
-1,52000,75659547.79,[1]
-1,2645,38383173038,
26176,52000,2520199.443,[1]
-1,52000,4796416.824,[1]
2744,-1,,[1]
-1,52000,5929974.529,[1]
13511,-1,,[1]
26150,52000,2748276.449,[1]
10707,52000,1.08E+150,[1]
26288,52000,1044800.682,[1]
8985,2833,21013383540,
-1,52000,56862804.82,[1]
10799,52000,1.16E+144,[1]
32604,52000,8.35E+149,[1]
35971,52000,973217.9292,[1]
28669,52000,5835457.923,[1]
-1,52000,66549878.46,[1]
18882,-1,,[1]
23951,52000,70105362.83,[1]
17095,-1,,[1]
18647,52000,64947605.82,[1]
4762,52000,6099911.228,[1]
26098,-1,,[1]
26461,-1,,[1]
-1,52000,512501.0914,[1]
17536,52000,71775625.2,[1]
11212,-1,,[1]
23574,52000,64423326.19,[1]
28694,52000,2546254.178,[1]
-1,2826,40556291373,
-1,52000,1.01E+150,[1]
25900,52000,61729418.79,[1]
18489,-1,,[1]
40573,52000,3.60E+148,[1]
242,52000,2353098.811,[1]
12352,52000,380742418.5,[1]
-1,52000,2.39E+150,
26254,52000,65421069.05,[1]
15736,52000,63370402.94,[1]
8985,52000,54371230.06,[1]
47945,-1,,[1]
10747,52000,2790941.152,[1]
15285,52000,976445.4711,[1]
27516,52000,8.07E+148,[1]
-1,2769,43145188812,
28951,52000,63899418.37,[1]
25862,52000,69995064.62,[1]
25974,52000,451374.028,[1]
26085,-1,,[1]
9021,2845,18899287420,
26278,52000,2710396.443,[1]
-1,52000,4.35E+150,[1]
-1,2653,39820882974,
26085,52000,4.91E+148,[1]
242,52000,1025919.385,[1]
23953,-1,,[1]
-1,52000,1011818.528,[1]
242,52000,445173.4153,[1]
32675,-1,,[1]
18178,52000,68921522.26,[1]
26126,52000,6.94E+149,[1]
9020,2861,18442113148,
26299,52000,1.29E+148,[0]
9024,2777,18773792863,
16492,52000,4.89E+148,[1]
26115,52000,907409.0275,[1]
26493,52000,5418810.602,[1]
-1,52000,2401846.567,[1]
26044,52000,76767973.64,[1]
-1,2898,43747246651,
-1,52000,61624596.87,[1]
-1,2625,29420927703,
15346,2922,27105984780,
-1,2681,34531058319,
-1,52000,74103467.61,[0]
13227,52000,4786264.533,[1]
26149,52000,72701854.51,[1]
15240,-1,,[1]
22816,52000,67341133.88,[1]
-1,2585,29891603251,
43254,52000,66106466.43,[1]
12804,52000,3.45E+149,[1]
13800,52000,71211733.59,[1]
17327,-1,,[1]
-1,2753,36689943276,
-1,52000,60012893.79,[1]
14463,52000,57251746.02,[1]
53439,52000,74625365.75,[1]
10760,-1,,[1]
-1,52000,59603776.59,[1]
26531,-1,,[1]
26037,-1,,[1]
16827,52000,65887818.43,[1]
26286,52000,4782534.148,[1]
26310,52000,2557650.826,[1]
18788,52000,5453980.677,[1]
-1,52000,58408454.65,[1]
-1,2698,31288077912,
-1,2982,41846768747,
25674,52000,4.72E+150,[1]
-1,52000,2385888.884,[1]
15947,2909,29812393373,
26308,52000,1.44E+147,[1]
22058,-1,,[1]
26073,-1,,[1]
-1,52000,74161207.37,[1]
26149,-1,,[0]
47973,52000,72710020.18,[1]
17766,3022,35891698832,
19693,52000,71037557.83,[1]
16936,-1,,[1]
11517,52000,1012429.918,[0]
-1,52000,5379366.97,[1]
26358,-1,,[1]
13587,52000,65981093.2,[1]
-1,52000,1.83E+150,
10894,52000,1397.16253,[1]
-1,52000,60732637.53,[1]
25759,-1,,[1]
-1,3042,44495721571,
17999,52000,1.58E+149,[1]
12749,52000,4.07E+149,
26074,52000,487459.9655,[1]
12577,52000,58808904.48,[1]
26082,52000,913057.8114,[1]
25990,52000,948065.269,[1]
8987,52000,4.54E+149,[1]
26140,52000,993082.3327,[1]
-1,2673,33613990040,
18370,52000,1038834.005,[1]
11705,-1,,[1]
37240,52000,2.74E+149,[1]
12516,2597,31476341986,
44453,52000,1025609.248,[1]
18270,52000,71475254.35,[1]
12756,-1,,[1]
-1,2569,29612831863,
-1,52000,63808181.76,
24362,52000,936645.952,[1]
11279,52000,1014149.411,[1]
-1,3018,32565639339,
-1,52000,61428056.89,[1]
-1,52000,5740208.696,[1]
33441,52000,9.09E+150,[1]
-1,52000,936227.4715,[1]
25699,52000,1.65E+150,[1]
8985,52000,960244.8012,
13703,52000,59917765.52,[1]
11004,52000,4728424.733,[1]
32673,-1,,[0]
-1,52000,57985558.72,[1]
51691,52000,61318022.75,[1]
26525,52000,1102009.694,[1]
18356,52000,9.11E+149,[1]
32812,52000,64896884.21,[1]
-1,3074,30927344152,
-1,2894,33498868235,
12446,52000,2474025.007,[1]
18938,-1,,[1]
25829,52000,8.56E+145,[1]
40869,52000,4932380.257,[1]
35382,52000,1037803.481,[1]
-1,2782,30283685536,
26047,-1,,[1]
-1,52000,883955.6952,[1]
10405,52000,5623920.297,[1]
8984,52000,61249594.09,[1]
-1,2834,39990009902,
-1,3042,47635113671,
25718,52000,64380207.84,[1]
-1,52000,482367.9565,[1]
19694,52000,2646981.024,[1]
-1,2737,39780541935,
-1,52000,2587367.948,[1]
-1,52000,5220010.921,
26180,52000,1068646.556,[1]
16695,3014,24840297470,
9017,-1,,[0]
14650,52000,2622104.968,[1]
26025,52000,57003827.28,[1]
11454,52000,57403589.01,[1]
-1,3058,39100280493,
-1,52000,68227889.49,
8985,52000,1.76E+149,
26386,52000,58048867.54,[0]
24292,52000,66225277.05,[1]
26219,52000,9.44E+147,[1]
10983,52000,2517434.926,[1]
-1,2986,38778142419,
-1,2661,37094781913,
-1,52000,623.1372943,[1]
14802,2766,17792070521,
26192,-1,,[1]
-1,2681,42271865145,
-1,52000,68382240.85,[1]
25865,-1,,[1]
26311,52000,2458966.058,[1]
-1,52000,74749828.83,[1]
44190,52000,75975358.84,[1]
18112,52000,73437190.73,[1]
10923,-1,,[1]
26141,52000,65409581.04,[1]
17861,52000,965598.843,[1]
-1,52000,67120240.87,[1]
-1,2565,26557454396,
263,-1,,[1]
41136,-1,,[1]
-1,52000,1.74E+150,
-1,2781,41230652873,
26149,52000,3.17E+149,[1]
23239,52000,64722350.74,[1]
25943,52000,2411336.903,[1]
8985,2853,20473022799,
18843,52000,6.85E+150,[1]
26341,52000,55159490.45,[1]
242,-1,,[1]
22196,-1,,[1]
13604,-1,,[1]
13075,52000,4825134.095,
-1,52000,69374915.69,[1]
26133,-1,,[1]
13605,2893,35039560185,
28264,52000,2503256.296,[1]
44675,52000,65505282.98,[1]
8984,-1,,[1]
-1,52000,5081711.216,
13605,52000,6.72E+150,[1]
16496,2733,22613787901,
4743,52000,,[1]
26328,52000,69999387.34,[1]
10015,-1,,[1]
484,-1,,[1]
26068,52000,2.92E+149,[1]
29963,52000,673.357496,[1]
-1,2770,31291832514,
-1,2925,31430721484,
26280,52000,5752587.4,[1]
12354,-1,,[0]
13320,2985,33602917306,
-1,52000,2393759.482,[0]
25987,52000,5081363.694,[1]
18935,52000,56570284.33,[1]
24826,52000,1.54E+149,[1]
9644,52000,755.9460397,[1]
13929,52000,4.64E+149,[1]
-1,52000,,
25736,52000,2468615.935,[1]
10923,52000,4981562.296,[1]
242,-1,,[1]
40246,52000,505377.8168,[0]
484,-1,,[1]
11709,-1,,[1]
-1,3046,35541185261,
-1,2597,23518304094,
17773,-1,,[1]
242,52000,2510675.028,[1]
9018,452,140.6736235,
11775,52000,2552476.529,[1]
-1,2793,43009658477,
25825,52000,504683.0312,[1]
-1,52000,2615778.863,[1]
26371,52000,1090412.689,[1]
14093,-1,,[1]
3466,52000,2668933.708,[1]
-1,52000,1302.487862,[1]
26338,52000,71764075.47,[1]
14788,52000,4677830.102,[1]
-1,52000,1.39E+150,[1]
17548,52000,74316146.35,[1]
9020,2929,27896080840,
-1,52000,494227.9725,[1]
26387,52000,5072567.145,[1]
-1,52000,2554891.472,[1]
9018,52000,61507274.25,[1]
16428,52000,2391392.918,[1]
247,52000,71617926.69,[0]
26059,52000,71274246.74,[1]
484,52000,492824.6752,[0]
19751,-1,,[1]
21554,-1,,[1]
26641,52000,58325409.96,[1]
28876,52000,3.00E+147,[1]
9959,2914,25003964449,
-1,3022,34233889688,
9017,52000,68498577.74,[1]
-1,52000,5107564.419,[1]
13236,52000,5959960.81,
-1,2893,31378341805,
26264,52000,72727088.96,[1]
-1,52000,2695866.459,
488,52000,1.42E+147,[1]
25751,52000,,[0]
26279,52000,72516941.45,[1]
-1,52000,67662032.12,
26480,52000,2750036.807,[1]
17978,3070,18742394937,
25627,-1,,[1]
9015,52000,70269757.98,[1]
25911,52000,3.58E+150,[1]
17734,-1,,[1]
9923,52000,2732594.353,[1]
26089,52000,63448442.89,[0]
-1,2877,45547747718,
-1,52000,1.43E+148,
-1,52000,2.37E+145,
-1,2905,29565327161,
17726,52000,901712.3943,
19616,2705,36424261854,
-1,52000,72905025.68,[1]
26129,52000,54991209.55,[1]
16962,-1,,[1]
245,-1,,[1]
26459,52000,1007919.36,[1]
-1,2730,34245259689,
16807,-1,,[1]
26348,-1,,[1]
8985,2773,17750720146,
52113,52000,55716688.27,[1]
-1,2761,38525764526,
6054,52000,6050385.742,[1]
18040,52000,7.55E+148,
11067,-1,,[1]
9018,2913,24225052279,
-1,52000,61862427.92,[1]
-1,2734,27402096335,
17860,-1,,[1]
10122,52000,2479145.572,[1]
26290,52000,64383619.39,[1]
26082,52000,2693412.301,[1]
26014,52000,2698354.354,[1]
4675,-1,,[1]
18506,52000,5809189.355,[1]
17001,-1,,[1]
32688,52000,5571625.207,[1]
11523,52000,69145018.11,[1]
11258,52000,78458559.24,[1]
10729,-1,,[1]
26266,52000,1.26E+149,[1]
26289,52000,69425455.56,[1]
19765,52000,5250436.966,[1]
9018,52000,72361706.07,[1]
9019,2797,24319642542,
13396,2902,47616833332,
1813,52000,76412527,[1]
243,-1,,[1]
-1,52000,5.91E+149,[1]
26188,52000,1208.007081,[1]
-1,52000,2.11E+149,[1]
13443,-1,,[1]
28874,52000,5466960.677,[1]
22839,52000,69151075.84,[0]
2464,52000,62600486.75,[1]
26194,52000,54144150.23,[1]
22452,52000,2.33E+149,[1]
-1,3005,37366621515,
-1,1159,1.19E+11,
245,52000,54833029.89,[1]
4694,52000,1.07E+147,[1]
-1,52000,73796486.47,
242,52000,64479241.04,[1]
11929,52000,75333729.69,[1]
47727,52000,5971936.486,[1]
26215,52000,67135874.18,[1]
242,52000,64884162.98,[1]
26175,-1,,[1]
13492,52000,2657248.514,[1]
36576,-1,,[1]
25754,52000,62576848.25,[1]
-1,52000,3.36E+148,
35475,-1,,[1]
-1,2817,48038587774,
-1,2725,33069555165,
52258,52000,5332974.742,[1]
10278,52000,982649.4934,[1]
14025,-1,,[1]
-1,52000,5835492.492,[1]
18090,52000,5476180.771,[1]
-1,52000,63436814.78,[1]
4668,52000,2779130.481,[1]
-1,52000,62946672.33,[1]
16252,52000,2.75E+150,[1]
14799,-1,,[1]
26157,52000,501779.908,[1]
26152,52000,6.04E+146,[1]
26106,52000,5543506.283,[1]
14231,52000,453761.9138,[1]
26096,52000,2.28E+149,[1]
18037,2837,36875108599,
28861,-1,,[1]
10911,52000,66684518.27,[1]
12000,-1,,[1]
25843,-1,,[1]
35880,52000,67880799.14,[1]
14018,52000,964561.0542,[1]
26536,52000,61011048.05,[1]
12569,52000,67249834.96,[1]
-1,-1,,[1]
-1,2850,40773190441,
-1,52000,74849834.24,[1]
26185,52000,59679382.17,[1]
8985,-1,,[1]
251,52000,67534168.71,[1]
-1,516,0.104368128,
-1,52000,77149687.95,[0]
12567,52000,2436194.874,[0]
-1,52000,1.89E+147,[1]
-1,2701,36836456814,
12767,-1,,[1]
10247,52000,74867539.82,[1]
52537,-1,,[1]
242,52000,55402394.24,[1]
15167,52000,73855583.04,[1]
-1,2701,38238750107,
32866,52000,912124.8389,[1]
14303,52000,6.01E+149,[1]
17587,52000,,[1]
44176,-1,,[1]
25781,-1,,[1]
9021,2813,20860760464,
13605,52000,,[1]
14502,-1,,[1]
13868,52000,2394214.926,[1]
52380,52000,74298207.22,[1]
13578,52000,5927836.615,
13771,-1,,[1]
-1,52000,6.53E+149,[1]
44748,-1,,[1]
47684,52000,55395092.6,[1]
4682,52000,60287829.78,[1]
-1,52000,75128157.18,[1]
12588,52000,,[1]
52514,52000,8.66E+148,[1]
-1,52000,66269224.27,[1]
52987,-1,,[1]
13963,52000,1036256.412,[1]
-1,2657,37648572932,
13332,52000,8.92E+149,[1]
-1,52000,479989.2583,[1]
2569,52000,62811051.76,[0]
14868,52000,2650153.984,[1]
53311,52000,56253648.07,[1]
26231,52000,63592084.9,[1]
-1,52000,5115884.134,
15324,52000,56171011.58,
242,52000,5317310.211,[1]
26198,52000,1.62E+150,[1]
25984,52000,2617918.833,[1]
-1,2661,35354502040,
8985,2861,21088135567,
-1,2962,41076937254,
11245,-1,,[1]
-1,2553,29665038843,
26161,-1,,[1]
11145,2877,37343886735,
36555,-1,,[1]
25955,52000,54248130.07,[1]
26157,52000,73091054.54,[1]
-1,2826,39772326119,
18101,-1,,[1]
26156,-1,,[1]
26347,52000,872936.5638,[1]
26186,52000,53939508.89,[1]
10713,52000,61249988.41,[1]
-1,-1,,[1]
36426,52000,6.15E+149,[1]
-1,52000,56016682.2,[1]
26389,-1,,[1]
12967,52000,4.45E+149,[1]
26164,52000,2538108.833,[1]
40401,52000,2666074.278,[1]
484,52000,5794902.387,[1]
13387,-1,,[1]
17466,52000,1.69E+149,[1]
16786,52000,1068038.55,[1]
25665,-1,,[1]
14759,52000,57197332.88,[1]
26140,52000,1060131.602,[1]
15779,52000,57276788.91,
7708,2950,23030012703,
15163,-1,,[1]
24520,52000,54583044.72,[1]
-1,52000,2585688.811,
9046,-1,,[1]
-1,2589,31504031139,
-1,52000,73425550.22,[1]
-1,52000,66101803.52,
52259,-1,,[1]
26129,52000,66214375.46,[0]
36978,52000,5444336.088,[1]
242,-1,,[1]
26191,-1,,[1]
14595,52000,6.37E+146,[1]
16058,52000,65635747.48,[1]
-1,2853,34821980306,
17734,52000,63860838.91,[1]
19891,52000,74285745.9,[1]
-1,2561,24197751376,
11374,-1,,[1]
13041,52000,930128.7665,[1]
36475,52000,1011840.245,[1]
-1,2877,36179239485,
12610,52000,948870.5109,
-1,52000,5061934.783,
26199,52000,1062905.967,[1]
242,52000,2747864.155,[1]
14518,52000,72701334.79,[1]
9017,-1,,[1]
5738,52000,903392.7645,[1]
-1,2645,38548425587,
243,52000,2603197.786,[1]
40385,52000,57002882.95,[1]
9016,52000,5039977.252,[0]
26095,52000,70902990.74,[1]
18031,52000,5.83E+146,[1]
25694,52000,1.55E+150,[1]
16857,-1,,[1]
4684,52000,2480498.54,[1]
12584,52000,,
51959,-1,,[1]
36643,52000,73114800.23,[1]
12031,52000,74742707.73,[1]
-1,52000,54313590.16,[1]
-1,52000,1049067,[1]
17539,52000,60165775.09,[1]
51721,52000,4.60E+148,[1]
26527,-1,,[1]
26106,52000,2643937.776,[0]
-1,3074,30874455568,
26202,-1,,[1]
10320,52000,908858.9587,[1]
17308,52000,981949.0544,[1]
11615,-1,,[1]
242,52000,71756220.35,[1]
25706,52000,8.53E+149,[1]
-1,2929,34819558213,
25981,52000,2692256.364,[1]
17551,52000,2438789.137,[1]
26068,-1,,[1]
26256,-1,,[1]
25547,52000,3.29E+149,[1]
8986,2817,18782874005,
-1,52000,62743775.33,[1]
15714,-1,,[1]
12564,2809,45852117458,
6483,52000,3.89E+150,[0]
11809,52000,56835886.14,[1]
3101,-1,,[1]
-1,52000,3.00E+148,
40795,52000,60562035.69,[1]
40889,-1,,[1]
16406,52000,3.94E+142,[1]
26247,-1,,[1]
8973,-1,,[1]
-1,52000,992501.6195,[1]
-1,52000,75693742.18,[1]
9918,52000,71810784.47,[1]
-1,52000,77231395.33,[1]
24261,52000,73090045.09,[1]
44483,52000,73311287.54,[1]
242,-1,,[1]
26281,52000,75279043.3,[1]
18257,52000,920238.7811,[1]
-1,52000,61875951.45,[1]
26181,52000,,[1]
26272,52000,67508457.21,[1]
27871,-1,,[1]
15660,-1,,[1]
32725,52000,1008646.789,[1]
26169,52000,63551527.41,[1]
-1,52000,70940073.65,[1]
10803,-1,,[1]
-1,2581,29779559881,
20305,52000,67549570.19,[1]
44462,52000,74413824.9,[1]
-1,2962,40667604271,
26265,52000,1.85E+143,[1]
22158,52000,58123098.68,[1]
6132,52000,64024064.04,[1]
20095,52000,2.00E+150,[1]
15472,-1,,[1]
26121,52000,66196383.2,[1]
16604,52000,2496450.947,[1]
24465,52000,55966859.21,[1]
23608,52000,65687546.1,[1]
29258,-1,,[1]
48292,52000,2405340.841,[1]
25964,52000,2461907.499,[1]
-1,2933,35458627626,
9019,2833,18396700005,
17447,52000,5171969.174,[1]
-1,52000,68310504.61,[1]
8406,52000,57683935.38,[1]
41330,52000,1030047.289,[1]
36677,52000,2450938.753,[1]
25944,52000,471032.8519,[1]
44393,52000,60889241.9,[1]
15278,2910,22542034493,
26324,52000,2635765.38,[1]
-1,52000,2543544.599,[1]
15674,52000,2806778.936,[1]
26234,52000,7.72E+149,[1]
44750,52000,4.88E+150,[1]
51931,52000,1.40E+150,[1]
-1,52000,4.39E+150,[1]
28714,52000,59288236.31,[1]
-1,52000,73077280.82,
11465,52000,63171958.84,[1]
10560,52000,59098534.45,[1]
507,52000,5812395.104,[1]
-1,52000,3.46E+150,[1]
12550,52000,2494392.079,[1]
26273,52000,56049544.55,[1]
255,52000,5799788.869,[1]
-1,52000,61244178.75,
52204,52000,56850868.8,[1]
504,52000,77266026.04,[1]
18237,-1,,[1]
26513,52000,70816944.21,[1]
16630,3018,23048168685,
14405,2845,21246190440,
-1,2585,31001160369,
17452,52000,68101185.24,[1]
25288,-1,,[1]
-1,52000,64108175.63,[1]
36965,52000,1074927.673,[1]
242,52000,1078852.396,[1]
14605,52000,75575665,[1]
26104,-1,,[1]
26281,52000,1.39E+149,[1]
21593,-1,,[1]
14088,-1,,[1]
-1,3030,38596042431,
13929,2978,20928463572,
-1,52000,5218624.845,[1]
13405,52000,2441794.563,[1]
26589,52000,4731658.066,[1]
-1,52000,59283816.34,[1]
32682,-1,,[1]
26127,52000,5322224.491,[1]
17100,52000,469976.1225,[1]
19843,-1,,[1]
17384,52000,487672.9665,[1]
40640,52000,1.90E+143,[1]
13798,-1,,[1]
12733,52000,64405744.85,[1]
25893,52000,5040617.603,[1]
52480,52000,74242657.42,[1]
-1,2769,46787659846,
26044,52000,72123499.04,[1]
40744,-1,,[1]
13568,52000,5857617.19,[1]
-1,2970,47083924570,
8984,2813,19713914725,
-1,52000,2646740.008,
18336,52000,1.32E+145,
26156,52000,2479895.565,[0]
484,52000,2.09E+150,[1]
36735,52000,74111832.89,[1]
26098,52000,59442366.87,[1]
26225,52000,2564163.167,[1]
242,52000,62404954.94,[1]
9052,2953,33484385323,
26271,52000,1050352.41,[1]
11079,52000,2739320.1,[1]
12384,2557,24105650060,
18265,-1,,[1]
40450,-1,,[1]
26125,-1,,[1]
12881,2909,33241790541,
-1,52000,5734311.761,[1]
-1,52000,923427.6775,[1]
-1,2861,36320263191,
-1,2517,25947643253,
25932,52000,2407162.459,[1]
-1,52000,72854436.41,[1]
10291,2953,36312506596,
-1,2929,32802723629,
-1,2873,35431075843,
8985,52000,72388222.66,
25733,52000,2.45E+150,[1]
42943,52000,2.96E+142,[1]
10720,52000,73809616.83,[1]
-1,52000,2550417.172,[1]
10793,52000,69691050.25,[1]
-1,2857,34712435124,
17011,52000,430.7187717,[1]
25998,-1,,[1]
26278,-1,,[1]
-1,2950,44134848123,
26104,52000,2461594.193,[1]
-1,52000,58312577.8,[1]
39,-1,,[1]
43226,52000,5050927.979,[1]
39,2790,37826030986,
45549,52000,74823414.07,[1]
-1,52000,494848.1831,[1]
26066,52000,4.61E+150,[1]
26190,52000,71446391.03,[1]
-1,52000,65257686.61,
18930,52000,6.83E+150,[1]
-1,2797,40939773535,
26179,52000,5489644.334,[1]
3196,52000,64404036.82,[1]
28581,52000,5.80E+150,[1]
-1,2601,40650129535,
26294,-1,,[1]
-1,52000,1050246.427,[1]
18264,3098,34133691792,
25783,52000,1.54E+150,[1]
-1,52000,64241328.09,[1]
52106,52000,3.26E+150,[1]
48299,52000,9.91E+150,[1]
17833,-1,,[1]
-1,52000,76098122.43,[1]
26048,52000,64807384.56,[1]
251,52000,2453684.76,[1]
17814,52000,3.53E+149,[1]
15589,52000,60514431.89,[1]
484,-1,,[1]
11448,-1,,[1]
242,52000,1106504.286,[1]
-1,52000,1.32E+148,[1]
19974,52000,4984348.456,[1]
256,52000,58121766.62,[1]
-1,2702,28858658813,
243,-1,,[1]
-1,52000,61552867.34,
-1,52000,2.82E+149,
13550,52000,909598.4926,[1]
18678,-1,,[1]
8985,2769,18957539905,
-1,2633,26228299647,
484,52000,5220618.599,[1]
48750,52000,72153329.52,[1]
26154,-1,,[1]
26151,52000,58006480.38,[1]
-1,52000,54648696.32,[1]
10804,-1,,[1]
-1,2673,39535160658,
-1,52000,71664662.61,[1]
26048,52000,2746225.678,[1]
14826,52000,944643.1351,[1]
250,52000,2490821.753,[1]
16449,52000,1.65E+147,
-1,52000,4872297.418,[1]
22285,52000,949028.0001,[1]
-1,2998,38048536860,
25816,52000,60270445.56,[1]
-1,52000,72485908.05,[1]
26153,-1,,[1]
-1,52000,64028327.43,[1]
-1,2682,32631352319,
-1,52000,1121837.446,
10889,2661,35434951236,
8985,52000,76983407.62,[0]
20129,52000,57666191.32,[0]
-1,52000,5363128.603,[1]
14264,52000,2.39E+141,[1]
9020,2825,21140661497,
37151,52000,876113.8787,[1]
11787,-1,,[1]
26099,52000,61689583.72,[1]
17818,52000,453122.7005,[1]
11583,-1,,[1]
-1,2978,42144396769,
-1,52000,3.99E+150,[1]
-1,3078,30012282766,
9020,52000,56062887.68,
26145,-1,,[1]
14234,52000,1054346.157,[1]
13396,52000,959549.3135,[1]
26322,-1,,[1]
-1,52000,1.67E+148,[1]
9019,2909,24687789116,
-1,52000,914131.2645,[1]
9045,52000,73877753.31,[1]
18960,-1,,[1]
26286,52000,8.13E+146,[1]
-1,52000,4825098.097,
11106,52000,65992697.86,[1]
-1,52000,3.60E+150,
-1,52000,58078179.4,[1]
12616,2974,22188104145,
18560,52000,5850282.369,[1]
-1,52000,484842.1321,[1]
-1,52000,61372244.56,[1]
9054,2921,33203315974,
26285,52000,71955238.67,[1]
14508,52000,3.72E+148,[1]
-1,3054,27265186325,
18961,52000,2459711.103,[1]
-1,476,0.115066448,
13629,52000,5301622.206,[1]
26143,52000,2789864.676,[1]
26266,52000,902896.3953,[1]
13002,52000,480249.9513,
19995,52000,5031187.51,[1]
-1,52000,5587143.189,
25835,52000,2.86E+149,[1]
11185,52000,931877.6695,[1]
19986,52000,1063787.193,[1]
-1,2765,38379832447,
25747,-1,,[1]
11480,-1,,[1]
24227,52000,1044310.869,[1]
-1,52000,4606005.893,[1]
26496,52000,57422383.91,[1]
26045,52000,68542264.51,[1]
32692,-1,,[1]
-1,3058,43827075741,
13095,52000,71833898.78,[1]
11155,-1,,[1]
242,52000,5080117.376,[1]
18148,52000,1058560.609,
4538,52000,68032408.05,[1]
-1,52000,62477487.43,[1]
-1,52000,61205417.78,[1]
11623,3058,45111082562,
17772,52000,2360911.461,[1]
25921,-1,,[1]
25895,52000,64285085.27,[1]
19743,52000,7.89E+150,[1]
14588,-1,,[1]
-1,52000,61024601.76,[1]
-1,52000,2.49E+150,[1]
26170,52000,957138.5125,[1]
19584,52000,63754328.5,[1]
17657,52000,64733472.15,[1]
13438,52000,5388165.989,[1]
26006,52000,71192818.18,[1]
11581,52000,947.5580569,
-1,3038,34652976604,
36863,-1,,[1]
-1,2745,41554620532,
-1,2761,44220381162,
25964,-1,,[1]
8984,2821,23299097990,
26038,52000,72889637.36,[1]
-1,52000,1034180.045,[1]
48500,52000,2545747.304,[1]
26119,52000,4.93E+146,[1]
26002,52000,64800273.08,[1]
17974,52000,72215729.32,
-1,52000,945510.9565,[1]
26020,52000,2.54E+148,[1]
